kind,itemstring,mod,era,modern,file
structure,nether_outpost_with_bridges,mcl_nether_fortresses,1.0-1.7,no,mods/MAPGEN/mcl_nether_fortresses/init.lua
craftitem,mcl_potions:,mcl_potions,1.0-1.7,no,mods/ITEMS/mcl_potions/potions.lua
craftitem,mcl_potions:dragon_breath,mcl_potions,1.0-1.7,no,mods/ITEMS/mcl_potions/potions.lua
craftitem,mcl_potions:fermented_spider_eye,mcl_potions,1.0-1.7,no,mods/ITEMS/mcl_potions/init.lua
craftitem,mcl_potions:glass_bottle,mcl_potions,1.0-1.7,no,mods/ITEMS/mcl_potions/init.lua
craftitem,mcl_potions:river_water,mcl_potions,1.0-1.7,no,mods/ITEMS/mcl_potions/init.lua
craftitem,mcl_potions:speckled_melon,mcl_potions,1.0-1.7,no,mods/ITEMS/mcl_potions/init.lua
craftitem,mcl_potions:water,mcl_potions,1.0-1.7,no,mods/ITEMS/mcl_potions/init.lua
structure,end_shrine,mcl_strongholds,1.0-1.7,no,mods/MAPGEN/mcl_strongholds/init.lua
structure,desert_temple,mcl_structures,1.0-1.7,no,mods/MAPGEN/mcl_structures/desert_temple.lua
structure,desert_well,mcl_structures,1.0-1.7,no,mods/MAPGEN/mcl_structures/init.lua
structure,end_exit_portal,mcl_structures,1.0-1.7,no,mods/MAPGEN/mcl_structures/end_spawn.lua
structure,end_exit_portal_deferred,mcl_structures,1.0-1.7,no,mods/MAPGEN/mcl_structures/end_spawn.lua
structure,end_exit_portal_open,mcl_structures,1.0-1.7,no,mods/MAPGEN/mcl_structures/end_spawn.lua
structure,end_spawn_obsidian_platform,mcl_structures,1.0-1.7,no,mods/MAPGEN/mcl_structures/end_spawn.lua
structure,end_spike,mcl_structures,1.0-1.7,no,mods/MAPGEN/mcl_structures/end_spawn.lua
structure,ice_spike_large,mcl_structures,1.0-1.7,no,mods/MAPGEN/mcl_structures/init.lua
structure,ice_spike_small,mcl_structures,1.0-1.7,no,mods/MAPGEN/mcl_structures/init.lua
structure,jungle_temple,mcl_structures,1.0-1.7,no,mods/MAPGEN/mcl_structures/jungle_temple.lua
structure,witch_hut,mcl_structures,1.0-1.7,no,mods/MAPGEN/mcl_structures/witch_hut.lua
mob,mobs_mc:blaze,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/blaze.lua
egg,mobs_mc:blaze,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/blaze.lua
mob,mobs_mc:donkey,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/horse.lua
egg,mobs_mc:donkey,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/horse.lua
mob,mobs_mc:ghast,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/ghast.lua
egg,mobs_mc:ghast,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/ghast.lua
mob,mobs_mc:horse,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/horse.lua
egg,mobs_mc:horse,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/horse.lua
mob,mobs_mc:magma_cube_big,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/slime+magma_cube.lua
egg,mobs_mc:magma_cube_big,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/slime+magma_cube.lua
mob,mobs_mc:magma_cube_small,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/slime+magma_cube.lua
mob,mobs_mc:magma_cube_tiny,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/slime+magma_cube.lua
mob,mobs_mc:mule,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/horse.lua
egg,mobs_mc:mule,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/horse.lua
mob,mobs_mc:ocelot,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/ocelot.lua
egg,mobs_mc:ocelot,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/ocelot.lua
mob,mobs_mc:skeleton_horse,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/horse.lua
egg,mobs_mc:skeleton_horse,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/horse.lua
mob,mobs_mc:witch,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/witch.lua
egg,mobs_mc:witch,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/witch.lua
mob,mobs_mc:wither,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/wither.lua
egg,mobs_mc:wither,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/wither.lua
mob,mobs_mc:witherskeleton,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/skeleton_wither.lua
egg,mobs_mc:witherskeleton,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/skeleton_wither.lua
mob,mobs_mc:zombie_horse,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/horse.lua
egg,mobs_mc:zombie_horse,mobs_mc,1.0-1.7,no,mods/ENTITIES/mobs_mc/horse.lua
entity,mcl_conduits:conduit,mcl_conduits,1.13,yes,mods/ITEMS/mcl_conduits/init.lua
node,mcl_conduits:conduit,mcl_conduits,1.13,yes,mods/ITEMS/mcl_conduits/init.lua
node,mcl_ocean:,mcl_ocean,1.13,yes,mods/ITEMS/mcl_ocean/corals.lua
node,mcl_ocean:dead_,mcl_ocean,1.13,yes,mods/ITEMS/mcl_ocean/corals.lua
craftitem,mcl_ocean:dried_kelp,mcl_ocean,1.13,yes,mods/ITEMS/mcl_ocean/kelp.lua
node,mcl_ocean:dried_kelp_block,mcl_ocean,1.13,yes,mods/ITEMS/mcl_ocean/kelp.lua
craftitem,mcl_ocean:kelp,mcl_ocean,1.13,yes,mods/ITEMS/mcl_ocean/kelp.lua
node,mcl_ocean:sea_pickle_,mcl_ocean,1.13,yes,mods/ITEMS/mcl_ocean/sea_pickle.lua
craftitem,mcl_ocean:seagrass,mcl_ocean,1.13,yes,mods/ITEMS/mcl_ocean/seagrass.lua
node,mcl_ocean:seagrass_,mcl_ocean,1.13,yes,mods/ITEMS/mcl_ocean/seagrass.lua
structure,cold_ocean_ruins,mcl_structures,1.13,yes,mods/MAPGEN/mcl_structures/ocean_ruins.lua
structure,shipwreck,mcl_structures,1.13,yes,mods/MAPGEN/mcl_structures/shipwrecks.lua
structure,warm_ocean_ruins,mcl_structures,1.13,yes,mods/MAPGEN/mcl_structures/ocean_ruins.lua
tool,mcl_tridents:trident,mcl_tridents,1.13,yes,mods/ITEMS/mcl_tridents/init.lua
entity,mcl_tridents:trident,mcl_tridents,1.13,yes,mods/ITEMS/mcl_tridents/init.lua
entity,mcl_tridents:trident_clip,mcl_tridents,1.13,yes,mods/ITEMS/mcl_tridents/init.lua
mob,mobs_mc:baby_drowned,mobs_mc,1.13,yes,mods/ENTITIES/mobs_mc/drowned.lua
mob,mobs_mc:cod,mobs_mc,1.13,yes,mods/ENTITIES/mobs_mc/cod.lua
egg,mobs_mc:cod,mobs_mc,1.13,yes,mods/ENTITIES/mobs_mc/cod.lua
mob,mobs_mc:dolphin,mobs_mc,1.13,yes,mods/ENTITIES/mobs_mc/dolphin.lua
egg,mobs_mc:dolphin,mobs_mc,1.13,yes,mods/ENTITIES/mobs_mc/dolphin.lua
mob,mobs_mc:drowned,mobs_mc,1.13,yes,mods/ENTITIES/mobs_mc/drowned.lua
egg,mobs_mc:drowned,mobs_mc,1.13,yes,mods/ENTITIES/mobs_mc/drowned.lua
mob,mobs_mc:pufferfish,mobs_mc,1.13,yes,mods/ENTITIES/mobs_mc/pufferfish.lua
egg,mobs_mc:pufferfish,mobs_mc,1.13,yes,mods/ENTITIES/mobs_mc/pufferfish.lua
mob,mobs_mc:salmon,mobs_mc,1.13,yes,mods/ENTITIES/mobs_mc/salmon.lua
egg,mobs_mc:salmon,mobs_mc,1.13,yes,mods/ENTITIES/mobs_mc/salmon.lua
mob,mobs_mc:tropical_fish,mobs_mc,1.13,yes,mods/ENTITIES/mobs_mc/tropical_fish.lua
egg,mobs_mc:tropical_fish,mobs_mc,1.13,yes,mods/ENTITIES/mobs_mc/tropical_fish.lua
wood,bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_bamboo:bamboo_big,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/nodes.lua
node,mcl_bamboo:bamboo_big_leafbig,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/nodes.lua
node,mcl_bamboo:bamboo_big_leafsmall,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/nodes.lua
node,mcl_bamboo:bamboo_mosaic,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/nodes.lua
node,mcl_bamboo:bamboo_shoot,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/nodes.lua
node,mcl_bamboo:bamboo_small,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/nodes.lua
node,mcl_bamboo:bamboo_small_leafbig,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/nodes.lua
node,mcl_bamboo:bamboo_small_leafsmall,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/nodes.lua
node,mcl_bamboo:scaffolding,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/nodes.lua
node,mcl_bamboo:scaffolding_horizontal,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/nodes.lua
craftitem,mcl_boats:boat_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
craftitem,mcl_boats:boat_bamboo_chest,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_buttons:button_bamboo_off,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_buttons:button_bamboo_on,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_fences:bamboo_fence,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_fences:bamboo_fence_gate,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_fences:bamboo_fence_gate_open,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_flowerpots:flower_pot_sapling_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_pressureplates:pressure_plate_bamboo_off,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_pressureplates:pressure_plate_bamboo_on,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_signs:hanging_sign_attached_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_signs:hanging_sign_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_signs:hanging_sign_wall_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_signs:standing_sign_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_signs:wall_sign_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_stairs:slab_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_stairs:slab_bamboo_double,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_stairs:slab_bamboo_top,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_stairs:stair_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_trees:bark_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_trees:bark_stripped_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_trees:leaves_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_trees:leaves_bamboo_orphan,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_trees:sapling_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_trees:stripped_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_trees:tree_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_trees:wood_bamboo,mcl_bamboo,1.14-1.15,yes,mods/ITEMS/mcl_bamboo/init.lua
node,mcl_barrels:barrel_closed,mcl_barrels,1.14-1.15,yes,mods/ITEMS/mcl_barrels/init.lua
node,mcl_barrels:barrel_open,mcl_barrels,1.14-1.15,yes,mods/ITEMS/mcl_barrels/init.lua
node,mcl_beehives:bee_nest,mcl_beehives,1.14-1.15,yes,mods/ITEMS/mcl_beehives/init.lua
node,mcl_beehives:bee_nest_5,mcl_beehives,1.14-1.15,yes,mods/ITEMS/mcl_beehives/init.lua
node,mcl_beehives:beehive,mcl_beehives,1.14-1.15,yes,mods/ITEMS/mcl_beehives/init.lua
node,mcl_beehives:beehive_5,mcl_beehives,1.14-1.15,yes,mods/ITEMS/mcl_beehives/init.lua
node,mcl_bells:bell,mcl_bells,1.14-1.15,yes,mods/ITEMS/mcl_bells/init.lua
node,mcl_bells:bell_ceiling,mcl_bells,1.14-1.15,yes,mods/ITEMS/mcl_bells/init.lua
entity,mcl_bells:bell_ent,mcl_bells,1.14-1.15,yes,mods/ITEMS/mcl_bells/init.lua
node,mcl_bells:bell_wall,mcl_bells,1.14-1.15,yes,mods/ITEMS/mcl_bells/init.lua
biome,BambooJungle,mcl_biomes,1.14-1.15,yes,mods/MAPGEN/mcl_biomes/init.lua
entity,mcl_campfires:food_entity,mcl_campfires,1.14-1.15,yes,mods/ITEMS/mcl_campfires/api.lua
node,mcl_cartography_table:cartography_table,mcl_cartography_table,1.14-1.15,yes,mods/ITEMS/mcl_cartography_table/init.lua
node,mcl_composters:composter,mcl_composters,1.14-1.15,yes,mods/ITEMS/mcl_composters/init.lua
node,mcl_composters:composter_ready,mcl_composters,1.14-1.15,yes,mods/ITEMS/mcl_composters/init.lua
node,mcl_fletching_table:fletching_table,mcl_fletching_table,1.14-1.15,yes,mods/ITEMS/mcl_fletching_table/init.lua
node,mcl_grindstone:grindstone,mcl_grindstone,1.14-1.15,yes,mods/ITEMS/mcl_grindstone/init.lua
node,mcl_honey:honey_block,mcl_honey,1.14-1.15,yes,mods/ITEMS/mcl_honey/init.lua
craftitem,mcl_honey:honey_bottle,mcl_honey,1.14-1.15,yes,mods/ITEMS/mcl_honey/init.lua
craftitem,mcl_honey:honeycomb,mcl_honey,1.14-1.15,yes,mods/ITEMS/mcl_honey/init.lua
node,mcl_honey:honeycomb_block,mcl_honey,1.14-1.15,yes,mods/ITEMS/mcl_honey/init.lua
node,:mcl_lanterns:,mcl_lanterns,1.14-1.15,yes,mods/ITEMS/mcl_lanterns/init.lua
node,mcl_lectern:lectern,mcl_lectern,1.14-1.15,yes,mods/ITEMS/mcl_lectern/init.lua
node,mcl_lectern:lectern_with_book,mcl_lectern,1.14-1.15,yes,mods/ITEMS/mcl_lectern/init.lua
node,mcl_loom:loom,mcl_loom,1.14-1.15,yes,mods/ITEMS/mcl_loom/init.lua
entity,:mcl_raids:ominous_banner,mcl_raids,1.14-1.15,yes,mods/ENVIRONMENT/mcl_raids/init.lua
node,mcl_smithing_table:table,mcl_smithing_table,1.14-1.15,yes,mods/ITEMS/mcl_smithing_table/init.lua
node,mcl_stonecutter:stonecutter,mcl_stonecutter,1.14-1.15,yes,mods/ITEMS/mcl_stonecutter/init.lua
structure,pillager_outpost,mcl_structures,1.14-1.15,yes,mods/MAPGEN/mcl_structures/pillager_outpost.lua
craftitem,mcl_sus_stew:stew,mcl_sus_stew,1.14-1.15,yes,mods/ITEMS/mcl_sus_stew/init.lua
node,mcl_villages:building_block,mcl_villages,1.14-1.15,yes,mods/MAPGEN/mcl_villages/init.lua
node,mcl_villages:crop_,mcl_villages,1.14-1.15,yes,mods/MAPGEN/mcl_villages/init.lua
node,mcl_villages:demo_poi,mcl_villages,1.14-1.15,yes,mods/MAPGEN/mcl_villages/pois.lua
node,mcl_villages:no_paths,mcl_villages,1.14-1.15,yes,mods/MAPGEN/mcl_villages/init.lua
node,mcl_villages:path_endpoint,mcl_villages,1.14-1.15,yes,mods/MAPGEN/mcl_villages/init.lua
node,mcl_villages:village_block,mcl_villages,1.14-1.15,yes,mods/MAPGEN/mcl_villages/init.lua
mob,mobs_mc:cat,mobs_mc,1.14-1.15,yes,mods/ENTITIES/mobs_mc/ocelot.lua
egg,mobs_mc:cat,mobs_mc,1.14-1.15,yes,mods/ENTITIES/mobs_mc/ocelot.lua
mob,mobs_mc:illusioner,mobs_mc,1.14-1.15,yes,mods/ENTITIES/mobs_mc/villager_illusioner.lua
egg,mobs_mc:illusioner,mobs_mc,1.14-1.15,yes,mods/ENTITIES/mobs_mc/villager_illusioner.lua
mob,mobs_mc:pillager,mobs_mc,1.14-1.15,yes,mods/ENTITIES/mobs_mc/pillager.lua
egg,mobs_mc:pillager,mobs_mc,1.14-1.15,yes,mods/ENTITIES/mobs_mc/pillager.lua
mob,mobs_mc:ravager,mobs_mc,1.14-1.15,yes,mods/ENTITIES/mobs_mc/ravager.lua
egg,mobs_mc:ravager,mobs_mc,1.14-1.15,yes,mods/ENTITIES/mobs_mc/ravager.lua
mob,mobs_mc:trader_llama,mobs_mc,1.14-1.15,yes,mods/ENTITIES/mobs_mc/wandering_trader.lua
egg,mobs_mc:trader_llama,mobs_mc,1.14-1.15,yes,mods/ENTITIES/mobs_mc/wandering_trader.lua
mob,mobs_mc:wandering_trader,mobs_mc,1.14-1.15,yes,mods/ENTITIES/mobs_mc/wandering_trader.lua
egg,mobs_mc:wandering_trader,mobs_mc,1.14-1.15,yes,mods/ENTITIES/mobs_mc/wandering_trader.lua
node,mcl_beds:respawn_anchor,mcl_beds,1.16,yes,mods/ITEMS/mcl_beds/respawn_anchor.lua
node,mcl_blackstone:basalt,mcl_blackstone,1.16,yes,mods/ITEMS/mcl_blackstone/init.lua
node,mcl_blackstone:basalt_polished,mcl_blackstone,1.16,yes,mods/ITEMS/mcl_blackstone/init.lua
node,mcl_blackstone:basalt_smooth,mcl_blackstone,1.16,yes,mods/ITEMS/mcl_blackstone/init.lua
