name,status,vanilla,resolved,applied
mcl_armor_inv_helmet_chain.png,manual,chainmail_helmet.png,items/chainmail_helmet.png,
mcl_armor_inv_helmet_diamond.png,manual,diamond_helmet.png,items/diamond_helmet.png,
mcl_armor_inv_helmet_gold.png,manual,gold_helmet.png,items/gold_helmet.png,
mcl_armor_inv_helmet_iron.png,manual,iron_helmet.png,items/iron_helmet.png,
mcl_armor_inv_helmet_leather.png,manual,leather_helmet.png,items/leather_helmet.png,
mcl_armor_inv_leggings_chain.png,manual,chainmail_leggings.png,items/chainmail_leggings.png,
mcl_armor_inv_leggings_diamond.png,manual,diamond_leggings.png,items/diamond_leggings.png,
mcl_armor_inv_leggings_gold.png,manual,gold_leggings.png,items/gold_leggings.png,
mcl_armor_inv_leggings_iron.png,manual,iron_leggings.png,items/iron_leggings.png,
mcl_armor_inv_leggings_leather.png,manual,leather_leggings.png,items/leather_leggings.png,
mcl_armor_leggings_chain.png,manual,chainmail_leggings.png,items/chainmail_leggings.png,
mcl_armor_leggings_diamond.png,manual,diamond_leggings.png,items/diamond_leggings.png,
mcl_armor_leggings_gold.png,manual,gold_leggings.png,items/gold_leggings.png,
mcl_armor_leggings_iron.png,manual,iron_leggings.png,items/iron_leggings.png,
mcl_armor_leggings_leather.png,manual,leather_leggings.png,items/leather_leggings.png,
mcl_core_glass_black_detail.png,manual,glass_black.png,blocks/glass_black.png,
mcl_core_glass_blue_detail.png,manual,glass_blue.png,blocks/glass_blue.png,
mcl_core_glass_brown_detail.png,manual,glass_brown.png,blocks/glass_brown.png,
mcl_core_glass_cyan_detail.png,manual,glass_cyan.png,blocks/glass_cyan.png,
mcl_core_glass_gray_detail.png,manual,glass_gray.png,blocks/glass_gray.png,
mcl_core_glass_green_detail.png,manual,glass_green.png,blocks/glass_green.png,
mcl_core_glass_light_blue_detail.png,manual,glass_light_blue.png,blocks/glass_light_blue.png,
mcl_core_glass_lime_detail.png,manual,glass_lime.png,blocks/glass_lime.png,
mcl_core_glass_magenta_detail.png,manual,glass_magenta.png,blocks/glass_magenta.png,
mcl_core_glass_orange_detail.png,manual,glass_orange.png,blocks/glass_orange.png,
mcl_core_glass_pink_detail.png,manual,glass_pink.png,blocks/glass_pink.png,
mcl_core_glass_purple_detail.png,manual,glass_purple.png,blocks/glass_purple.png,
mcl_core_glass_red_detail.png,manual,glass_red.png,blocks/glass_red.png,
mcl_core_glass_silver_detail.png,manual,glass_silver.png,blocks/glass_silver.png,
mcl_core_glass_white_detail.png,manual,glass_white.png,blocks/glass_white.png,
mcl_core_glass_yellow_detail.png,manual,glass_yellow.png,blocks/glass_yellow.png,
mcl_core_grass_block_side_overlay.png,manual,grass_side_overlay.png,blocks/grass_side_overlay.png,
mcl_core_grass_block_top.png,manual,grass_top.png,blocks/grass_top.png,
mcl_core_grass_path_side.png,manual,grass_side.png,blocks/grass_side.png,
mcl_core_grass_path_top.png,manual,grass_top.png,blocks/grass_top.png,
mcl_core_grass_side_snowed.png,manual,grass_side_snowed.png,blocks/grass_side_snowed.png,
mcl_core_ice_blue.png,manual,ice_packed.png,blocks/ice_packed.png,
mcl_core_lapis.png,manual,lapis_ore.png,blocks/lapis_ore.png,
mcl_core_papyrus.png,manual,reeds.png,blocks/reeds.png,
mcl_core_sapling_big_oak.png,manual,sapling_roofed_oak.png,blocks/sapling_roofed_oak.png,
mcl_nether_netherbrick.png,manual,nether_brick.png,blocks/nether_brick.png,
mcl_nether_quartz_chiseled_side.png,manual,quartz_block_chiseled.png,blocks/quartz_block_chiseled.png,
mcl_nether_quartz_chiseled_top.png,manual,quartz_block_chiseled_top.png,blocks/quartz_block_chiseled_top.png,
mcl_nether_quartz_pillar_side.png,manual,quartz_block_lines.png,blocks/quartz_block_lines.png,
mcl_nether_quartz_pillar_top.png,manual,quartz_block_lines_top.png,blocks/quartz_block_lines_top.png,
bucket_lava.png,exact,bucket_lava.png,items/bucket_lava.png,
bucket_water.png,exact,bucket_water.png,items/bucket_water.png,
cake.png,exact,cake.png,items/cake.png,
cake_bottom.png,exact,cake_bottom.png,blocks/cake_bottom.png,
cake_inner.png,exact,cake_inner.png,blocks/cake_inner.png,
cake_side.png,exact,cake_side.png,blocks/cake_side.png,
cake_top.png,exact,cake_top.png,blocks/cake_top.png,
hardened_clay.png,exact,hardened_clay.png,blocks/hardened_clay.png,
hardened_clay_stained_black.png,exact,hardened_clay_stained_black.png,blocks/hardened_clay_stained_black.png,
hardened_clay_stained_blue.png,exact,hardened_clay_stained_blue.png,blocks/hardened_clay_stained_blue.png,
hardened_clay_stained_brown.png,exact,hardened_clay_stained_brown.png,blocks/hardened_clay_stained_brown.png,
hardened_clay_stained_cyan.png,exact,hardened_clay_stained_cyan.png,blocks/hardened_clay_stained_cyan.png,
hardened_clay_stained_green.png,exact,hardened_clay_stained_green.png,blocks/hardened_clay_stained_green.png,
hardened_clay_stained_light_blue.png,exact,hardened_clay_stained_light_blue.png,blocks/hardened_clay_stained_light_blue.png,
hardened_clay_stained_lime.png,exact,hardened_clay_stained_lime.png,blocks/hardened_clay_stained_lime.png,
hardened_clay_stained_magenta.png,exact,hardened_clay_stained_magenta.png,blocks/hardened_clay_stained_magenta.png,
hardened_clay_stained_orange.png,exact,hardened_clay_stained_orange.png,blocks/hardened_clay_stained_orange.png,
hardened_clay_stained_pink.png,exact,hardened_clay_stained_pink.png,blocks/hardened_clay_stained_pink.png,
hardened_clay_stained_purple.png,exact,hardened_clay_stained_purple.png,blocks/hardened_clay_stained_purple.png,
hardened_clay_stained_red.png,exact,hardened_clay_stained_red.png,blocks/hardened_clay_stained_red.png,
hardened_clay_stained_silver.png,exact,hardened_clay_stained_silver.png,blocks/hardened_clay_stained_silver.png,
hardened_clay_stained_white.png,exact,hardened_clay_stained_white.png,blocks/hardened_clay_stained_white.png,
hardened_clay_stained_yellow.png,exact,hardened_clay_stained_yellow.png,blocks/hardened_clay_stained_yellow.png,
mob_spawner.png,exact,mob_spawner.png,blocks/mob_spawner.png,
spawn_egg.png,exact,spawn_egg.png,items/spawn_egg.png,
spawn_egg_overlay.png,exact,spawn_egg_overlay.png,items/spawn_egg_overlay.png,
default_apple.png,stripped,apple.png,items/apple.png,
default_book.png,stripped,book.png,gui/book.png,
default_bookshelf.png,stripped,bookshelf.png,blocks/bookshelf.png,
default_brick.png,stripped,brick.png,blocks/brick.png,
default_clay.png,stripped,clay.png,blocks/clay.png,
default_coal_block.png,stripped,coal_block.png,blocks/coal_block.png,
default_dirt.png,stripped,dirt.png,blocks/dirt.png,
default_flint.png,stripped,flint.png,items/flint.png,
default_furnace_side.png,stripped,furnace_side.png,blocks/furnace_side.png,
default_furnace_top.png,stripped,furnace_top.png,blocks/furnace_top.png,
default_glass.png,stripped,glass.png,blocks/glass.png,
default_gold_block.png,stripped,gold_block.png,blocks/gold_block.png,
default_gold_ingot.png,stripped,gold_ingot.png,items/gold_ingot.png,
default_gravel.png,stripped,gravel.png,blocks/gravel.png,
default_gunpowder.png,stripped,gunpowder.png,items/gunpowder.png,
default_ice.png,stripped,ice.png,blocks/ice.png,
default_ladder.png,stripped,ladder.png,blocks/ladder.png,
default_obsidian.png,stripped,obsidian.png,blocks/obsidian.png,
default_paper.png,stripped,paper.png,items/paper.png,
default_sand.png,stripped,sand.png,blocks/sand.png,
default_stick.png,stripped,stick.png,items/stick.png,
default_stone.png,stripped,stone.png,blocks/stone.png,
default_wood.png,stripped,wood.png,entity/armorstand/wood.png,
farming_bread.png,stripped,bread.png,items/bread.png,
farming_carrot.png,stripped,carrot.png,items/carrot.png,
farming_cookie.png,stripped,cookie.png,items/cookie.png,
farming_melon.png,stripped,melon.png,items/melon.png,
farming_melon_side.png,stripped,melon_side.png,blocks/melon_side.png,
farming_melon_top.png,stripped,melon_top.png,blocks/melon_top.png,
farming_mushroom_brown.png,stripped,mushroom_brown.png,blocks/mushroom_brown.png,
farming_mushroom_red.png,stripped,mushroom_red.png,blocks/mushroom_red.png,
farming_mushroom_stew.png,stripped,mushroom_stew.png,items/mushroom_stew.png,
farming_potato.png,stripped,potato.png,items/potato.png,
farming_potato_baked.png,stripped,potato_baked.png,items/potato_baked.png,
farming_pumpkin_side.png,stripped,pumpkin_side.png,blocks/pumpkin_side.png,
farming_pumpkin_top.png,stripped,pumpkin_top.png,blocks/pumpkin_top.png,
mcl_brewing_stand.png,stripped,brewing_stand.png,blocks/brewing_stand.png,
mcl_core_apple_golden.png,stripped,apple_golden.png,items/apple_golden.png,
mcl_core_barrier.png,stripped,barrier.png,items/barrier.png,
mcl_core_bedrock.png,stripped,bedrock.png,blocks/bedrock.png,
mcl_core_bowl.png,stripped,bowl.png,items/bowl.png,
mcl_core_cactus_bottom.png,stripped,cactus_bottom.png,blocks/cactus_bottom.png,
mcl_core_cactus_side.png,stripped,cactus_side.png,blocks/cactus_side.png,
mcl_core_cactus_top.png,stripped,cactus_top.png,blocks/cactus_top.png,
mcl_core_charcoal.png,stripped,charcoal.png,items/charcoal.png,
mcl_core_coal_ore.png,stripped,coal_ore.png,blocks/coal_ore.png,
mcl_core_coarse_dirt.png,stripped,coarse_dirt.png,blocks/coarse_dirt.png,
mcl_core_diamond_ore.png,stripped,diamond_ore.png,blocks/diamond_ore.png,
mcl_core_dirt_podzol_side.png,stripped,dirt_podzol_side.png,blocks/dirt_podzol_side.png,
mcl_core_dirt_podzol_top.png,stripped,dirt_podzol_top.png,blocks/dirt_podzol_top.png,
mcl_core_emerald.png,stripped,emerald.png,items/emerald.png,
mcl_core_emerald_block.png,stripped,emerald_block.png,blocks/emerald_block.png,
mcl_core_emerald_ore.png,stripped,emerald_ore.png,blocks/emerald_ore.png,
mcl_core_glass_black.png,stripped,glass_black.png,blocks/glass_black.png,
mcl_core_glass_blue.png,stripped,glass_blue.png,blocks/glass_blue.png,
mcl_core_glass_brown.png,stripped,glass_brown.png,blocks/glass_brown.png,
mcl_core_glass_cyan.png,stripped,glass_cyan.png,blocks/glass_cyan.png,
mcl_core_glass_gray.png,stripped,glass_gray.png,blocks/glass_gray.png,
mcl_core_glass_green.png,stripped,glass_green.png,blocks/glass_green.png,
mcl_core_glass_light_blue.png,stripped,glass_light_blue.png,blocks/glass_light_blue.png,
mcl_core_glass_lime.png,stripped,glass_lime.png,blocks/glass_lime.png,
mcl_core_glass_magenta.png,stripped,glass_magenta.png,blocks/glass_magenta.png,
mcl_core_glass_orange.png,stripped,glass_orange.png,blocks/glass_orange.png,
mcl_core_glass_pink.png,stripped,glass_pink.png,blocks/glass_pink.png,
mcl_core_glass_purple.png,stripped,glass_purple.png,blocks/glass_purple.png,
mcl_core_glass_red.png,stripped,glass_red.png,blocks/glass_red.png,
mcl_core_glass_silver.png,stripped,glass_silver.png,blocks/glass_silver.png,
mcl_core_glass_white.png,stripped,glass_white.png,blocks/glass_white.png,
mcl_core_glass_yellow.png,stripped,glass_yellow.png,blocks/glass_yellow.png,
mcl_core_gold_nugget.png,stripped,gold_nugget.png,items/gold_nugget.png,
mcl_core_gold_ore.png,stripped,gold_ore.png,blocks/gold_ore.png,
mcl_core_ice_packed.png,stripped,ice_packed.png,blocks/ice_packed.png,
mcl_core_iron_ore.png,stripped,iron_ore.png,blocks/iron_ore.png,
mcl_core_lapis_block.png,stripped,lapis_block.png,blocks/lapis_block.png,
mcl_core_lapis_ore.png,stripped,lapis_ore.png,blocks/lapis_ore.png,
mcl_core_leaves_big_oak.png,stripped,leaves_big_oak.png,blocks/leaves_big_oak.png,
mcl_core_leaves_birch.png,stripped,leaves_birch.png,blocks/leaves_birch.png,
mcl_core_leaves_spruce.png,stripped,leaves_spruce.png,blocks/leaves_spruce.png,
mcl_core_log_big_oak.png,stripped,log_big_oak.png,blocks/log_big_oak.png,
mcl_core_log_big_oak_top.png,stripped,log_big_oak_top.png,blocks/log_big_oak_top.png,
mcl_core_log_birch.png,stripped,log_birch.png,blocks/log_birch.png,
mcl_core_log_birch_top.png,stripped,log_birch_top.png,blocks/log_birch_top.png,
mcl_core_log_spruce.png,stripped,log_spruce.png,blocks/log_spruce.png,
mcl_core_log_spruce_top.png,stripped,log_spruce_top.png,blocks/log_spruce_top.png,
mcl_core_mycelium_side.png,stripped,mycelium_side.png,blocks/mycelium_side.png,
mcl_core_mycelium_top.png,stripped,mycelium_top.png,blocks/mycelium_top.png,
mcl_core_planks_big_oak.png,stripped,planks_big_oak.png,blocks/planks_big_oak.png,
mcl_core_planks_birch.png,stripped,planks_birch.png,blocks/planks_birch.png,
mcl_core_planks_spruce.png,stripped,planks_spruce.png,blocks/planks_spruce.png,
mcl_core_red_sand.png,stripped,red_sand.png,blocks/red_sand.png,
mcl_core_red_sandstone_bottom.png,stripped,red_sandstone_bottom.png,blocks/red_sandstone_bottom.png,
mcl_core_red_sandstone_carved.png,stripped,red_sandstone_carved.png,blocks/red_sandstone_carved.png,
mcl_core_red_sandstone_normal.png,stripped,red_sandstone_normal.png,blocks/red_sandstone_normal.png,
mcl_core_red_sandstone_smooth.png,stripped,red_sandstone_smooth.png,blocks/red_sandstone_smooth.png,
mcl_core_red_sandstone_top.png,stripped,red_sandstone_top.png,blocks/red_sandstone_top.png,
mcl_core_redstone_ore.png,stripped,redstone_ore.png,blocks/redstone_ore.png,
mcl_core_reeds.png,stripped,reeds.png,blocks/reeds.png,
mcl_core_sandstone_bottom.png,stripped,sandstone_bottom.png,blocks/sandstone_bottom.png,
mcl_core_sandstone_carved.png,stripped,sandstone_carved.png,blocks/sandstone_carved.png,
mcl_core_sandstone_normal.png,stripped,sandstone_normal.png,blocks/sandstone_normal.png,
mcl_core_sandstone_smooth.png,stripped,sandstone_smooth.png,blocks/sandstone_smooth.png,
mcl_core_sandstone_top.png,stripped,sandstone_top.png,blocks/sandstone_top.png,
mcl_core_sapling_birch.png,stripped,sapling_birch.png,blocks/sapling_birch.png,
mcl_core_sapling_spruce.png,stripped,sapling_spruce.png,blocks/sapling_spruce.png,
mcl_core_slime.png,stripped,slime.png,blocks/slime.png,
mcl_core_stonebrick_carved.png,stripped,stonebrick_carved.png,blocks/stonebrick_carved.png,
mcl_core_stonebrick_cracked.png,stripped,stonebrick_cracked.png,blocks/stonebrick_cracked.png,
mcl_core_stonebrick_mossy.png,stripped,stonebrick_mossy.png,blocks/stonebrick_mossy.png,
mcl_core_sugar.png,stripped,sugar.png,items/sugar.png,
mcl_core_vine.png,stripped,vine.png,blocks/vine.png,
mcl_core_web.png,stripped,web.png,blocks/web.png,
mcl_enchanting_table_bottom.png,stripped,enchanting_table_bottom.png,blocks/enchanting_table_bottom.png,
mcl_enchanting_table_side.png,stripped,enchanting_table_side.png,blocks/enchanting_table_side.png,
mcl_enchanting_table_top.png,stripped,enchanting_table_top.png,blocks/enchanting_table_top.png,
mcl_end_dragon_egg.png,stripped,dragon_egg.png,blocks/dragon_egg.png,
mcl_end_end_stone.png,stripped,end_stone.png,blocks/end_stone.png,
mcl_end_ender_eye.png,stripped,ender_eye.png,items/ender_eye.png,
mcl_end_endframe_eye.png,stripped,endframe_eye.png,blocks/endframe_eye.png,
mcl_end_endframe_side.png,stripped,endframe_side.png,blocks/endframe_side.png,
mcl_end_endframe_top.png,stripped,endframe_top.png,blocks/endframe_top.png,
mcl_experience_bottle.png,stripped,experience_bottle.png,items/experience_bottle.png,
mcl_experience_orb.png,stripped,experience_orb.png,entity/experience_orb.png,
mcl_jukebox_side.png,stripped,jukebox_side.png,blocks/jukebox_side.png,
mcl_jukebox_top.png,stripped,jukebox_top.png,blocks/jukebox_top.png,
mcl_nether_glowstone.png,stripped,glowstone.png,blocks/glowstone.png,
mcl_nether_glowstone_dust.png,stripped,glowstone_dust.png,items/glowstone_dust.png,
mcl_nether_gold_ore.png,stripped,gold_ore.png,blocks/gold_ore.png,
mcl_nether_nether_brick.png,stripped,nether_brick.png,blocks/nether_brick.png,
mcl_nether_nether_wart.png,stripped,nether_wart.png,items/nether_wart.png,
mcl_nether_nether_wart_stage_0.png,stripped,nether_wart_stage_0.png,blocks/nether_wart_stage_0.png,
mcl_nether_nether_wart_stage_1.png,stripped,nether_wart_stage_1.png,blocks/nether_wart_stage_1.png,
mcl_nether_nether_wart_stage_2.png,stripped,nether_wart_stage_2.png,blocks/nether_wart_stage_2.png,
mcl_nether_netherrack.png,stripped,netherrack.png,blocks/netherrack.png,
mcl_nether_quartz.png,stripped,quartz.png,items/quartz.png,
mcl_nether_quartz_block_bottom.png,stripped,quartz_block_bottom.png,blocks/quartz_block_bottom.png,
mcl_nether_quartz_block_side.png,stripped,quartz_block_side.png,blocks/quartz_block_side.png,
mcl_nether_quartz_block_top.png,stripped,quartz_block_top.png,blocks/quartz_block_top.png,
mcl_nether_quartz_ore.png,stripped,quartz_ore.png,blocks/quartz_ore.png,
mcl_nether_soul_sand.png,stripped,soul_sand.png,blocks/soul_sand.png,
redstone_redstone_block.png,token,redstone_block.png,blocks/redstone_block.png,
redstone_redstone_dust.png,token,redstone_dust.png,items/redstone_dust.png,
3d_armor_stand_item.png,unmapped,,,
_0.png,unmapped,,,
_1.png,unmapped,,,
_1_2.png,unmapped,,,
_1_4.png,unmapped,,,
_1_sup.png,unmapped,,,
_2.png,unmapped,,,
_2_sup.png,unmapped,,,
_3.png,unmapped,,,
_3_4.png,unmapped,,,
_3_sup.png,unmapped,,,
_4.png,unmapped,,,
_5.png,unmapped,,,
_6.png,unmapped,,,
_7.png,unmapped,,,
_8.png,unmapped,,,
_9.png,unmapped,,,
_a.png,unmapped,,,
_a_.png,unmapped,,,
_a_acute.png,unmapped,,,
_a_acute_.png,unmapped,,,
_a_breve.png,unmapped,,,
_a_breve_.png,unmapped,,,
_a_circumflex.png,unmapped,,,
_a_circumflex_.png,unmapped,,,
_a_grave.png,unmapped,,,
_a_grave_.png,unmapped,,,
_a_macron.png,unmapped,,,
_a_macron_.png,unmapped,,,
_a_ogonek.png,unmapped,,,
_a_ogonek_.png,unmapped,,,
_a_ring.png,unmapped,,,
_a_ring_.png,unmapped,,,
_a_sup.png,unmapped,,,
_a_tilde.png,unmapped,,,
_a_tilde_.png,unmapped,,,
_acute.png,unmapped,,,
_ae.png,unmapped,,,
_ae_.png,unmapped,,,
_ae_lig.png,unmapped,,,
_ae_lig_.png,unmapped,,,
_am.png,unmapped,,,
_ap.png,unmapped,,,
_as.png,unmapped,,,
_at.png,unmapped,,,
_b.png,unmapped,,,
_b_.png,unmapped,,,
_bl.png,unmapped,,,
_br.png,unmapped,,,
_broken_bar.png,unmapped,,,
_c.png,unmapped,,,
_c_.png,unmapped,,,
_c_acute.png,unmapped,,,
_c_acute_.png,unmapped,,,
_c_caron.png,unmapped,,,
_c_caron_.png,unmapped,,,
_c_cedille.png,unmapped,,,
_c_cedille_.png,unmapped,,,
_c_circumflex.png,unmapped,,,
_c_circumflex_.png,unmapped,,,
_c_overdot.png,unmapped,,,
_c_overdot_.png,unmapped,,,
_ca.png,unmapped,,,
_cedille.png,unmapped,,,
_cent.png,unmapped,,,
_cl.png,unmapped,,,
_cm.png,unmapped,,,
_co.png,unmapped,,,
_copyright.png,unmapped,,,
_cr.png,unmapped,,,
_currency.png,unmapped,,,
_cyr_ae.png,unmapped,,,
_cyr_ae_.png,unmapped,,,
_cyr_b.png,unmapped,,,
_cyr_b_.png,unmapped,,,
_cyr_c.png,unmapped,,,
_cyr_c_.png,unmapped,,,
_cyr_ch.png,unmapped,,,
_cyr_ch_.png,unmapped,,,
_cyr_d_.png,unmapped,,,
_cyr_dje.png,unmapped,,,
_cyr_dje_.png,unmapped,,,
_cyr_dzhe.png,unmapped,,,
_cyr_dzhe_.png,unmapped,,,
_cyr_e.png,unmapped,,,
_cyr_e_.png,unmapped,,,
_cyr_f.png,unmapped,,,
_cyr_f_.png,unmapped,,,
_cyr_g.png,unmapped,,,
_cyr_g_.png,unmapped,,,
_cyr_g_stroke.png,unmapped,,,
_cyr_g_stroke_.png,unmapped,,,
_cyr_ge.png,unmapped,,,
_cyr_ge_.png,unmapped,,,
_cyr_gje.png,unmapped,,,
_cyr_gje_.png,unmapped,,,
_cyr_h_.png,unmapped,,,
_cyr_i_.png,unmapped,,,
_cyr_i_breve_.png,unmapped,,,
_cyr_i_circumflex_.png,unmapped,,,
